REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2023/09/01 00:05:00,4836.29,75.57,TRADE
VIC1,2023/09/01 00:10:00,4821.39,76.41,TRADE
VIC1,2023/09/01 00:15:00,4825.27,75.38,TRADE
VIC1,2023/09/01 00:20:00,4837.2,72.73,TRADE
VIC1,2023/09/01 00:25:00,4681.39,67.52,TRADE
VIC1,2023/09/01 00:30:00,4721.34,74.82,TRADE
VIC1,2023/09/01 00:35:00,4713.47,74.82,TRADE
VIC1,2023/09/01 00:40:00,4678.95,74.19,TRADE
VIC1,2023/09/01 00:45:00,4593.6,72.93,TRADE
VIC1,2023/09/01 00:50:00,4546.97,65.48,TRADE
VIC1,2023/09/01 00:55:00,4524.3,65.55,TRADE
VIC1,2023/09/01 01:00:00,4492.16,64.60,TRADE
VIC1,2023/09/01 01:05:00,4510.08,72.86,TRADE
VIC1,2023/09/01 01:10:00,4526.44,73.96,TRADE
VIC1,2023/09/01 01:15:00,4489.48,64.15,TRADE
VIC1,2023/09/01 01:20:00,4442.27,67.65,TRADE
VIC1,2023/09/01 01:25:00,4414.18,63.18,TRADE
VIC1,2023/09/01 01:30:00,4376.1,61.53,TRADE
VIC1,2023/09/01 01:35:00,4257.6,61.10,TRADE
VIC1,2023/09/01 01:40:00,4286.73,62.91,TRADE
VIC1,2023/09/01 01:45:00,4258.92,62.39,TRADE
VIC1,2023/09/01 01:50:00,4252.01,62.51,TRADE
VIC1,2023/09/01 01:55:00,4302.93,64.53,TRADE
VIC1,2023/09/01 02:00:00,4297.65,64.51,TRADE
VIC1,2023/09/01 02:05:00,4228.39,86.21,TRADE
VIC1,2023/09/01 02:10:00,4255.3,76.84,TRADE
VIC1,2023/09/01 02:15:00,4212.04,68.91,TRADE
VIC1,2023/09/01 02:20:00,4235.72,76.87,TRADE
VIC1,2023/09/01 02:25:00,4124.33,75.57,TRADE
VIC1,2023/09/01 02:30:00,4144.74,68.22,TRADE
VIC1,2023/09/01 02:35:00,4216.39,78.36,TRADE
VIC1,2023/09/01 02:40:00,4219.8,78.03,TRADE
VIC1,2023/09/01 02:45:00,4139.15,61.10,TRADE
VIC1,2023/09/01 02:50:00,4194.06,61.10,TRADE
VIC1,2023/09/01 02:55:00,4208.23,61.10,TRADE
VIC1,2023/09/01 03:00:00,4184.29,62.86,TRADE
VIC1,2023/09/01 03:05:00,4170.54,61.10,TRADE
VIC1,2023/09/01 03:10:00,4114.66,61.41,TRADE
VIC1,2023/09/01 03:15:00,4095.32,61.10,TRADE
VIC1,2023/09/01 03:20:00,4125.35,62.88,TRADE
VIC1,2023/09/01 03:25:00,4199.22,61.10,TRADE
VIC1,2023/09/01 03:30:00,4176.55,61.10,TRADE
VIC1,2023/09/01 03:35:00,4159.97,61.49,TRADE
VIC1,2023/09/01 03:40:00,4157.99,61.10,TRADE
VIC1,2023/09/01 03:45:00,4168.39,62.80,TRADE
VIC1,2023/09/01 03:50:00,4144.78,61.10,TRADE
VIC1,2023/09/01 03:55:00,4086.09,61.10,TRADE
VIC1,2023/09/01 04:00:00,4090.65,61.92,TRADE
VIC1,2023/09/01 04:05:00,4151.48,61.10,TRADE
VIC1,2023/09/01 04:10:00,4134.36,61.10,TRADE
VIC1,2023/09/01 04:15:00,4214.24,61.10,TRADE
VIC1,2023/09/01 04:20:00,4234.9,63.88,TRADE
VIC1,2023/09/01 04:25:00,4171.46,62.63,TRADE
VIC1,2023/09/01 04:30:00,4252.47,62.40,TRADE
VIC1,2023/09/01 04:35:00,4275.97,62.34,TRADE
VIC1,2023/09/01 04:40:00,4308.9,64.66,TRADE
VIC1,2023/09/01 04:45:00,4224.17,63.49,TRADE
VIC1,2023/09/01 04:50:00,4245.65,78.74,TRADE
VIC1,2023/09/01 04:55:00,4305.42,79.40,TRADE
VIC1,2023/09/01 05:00:00,4314.78,67.10,TRADE
VIC1,2023/09/01 05:05:00,4295.89,64.83,TRADE
VIC1,2023/09/01 05:10:00,4418.09,77.53,TRADE
VIC1,2023/09/01 05:15:00,4473.44,75.29,TRADE
VIC1,2023/09/01 05:20:00,4502.56,77.11,TRADE
VIC1,2023/09/01 05:25:00,4552.37,72.54,TRADE
VIC1,2023/09/01 05:30:00,4515.63,79.94,TRADE
VIC1,2023/09/01 05:35:00,4557.01,68.90,TRADE
VIC1,2023/09/01 05:40:00,4686.92,82.92,TRADE
VIC1,2023/09/01 05:45:00,4701.31,81.95,TRADE
VIC1,2023/09/01 05:50:00,4707.75,83.56,TRADE
VIC1,2023/09/01 05:55:00,4818.63,107.35,TRADE
VIC1,2023/09/01 06:00:00,4901.43,108,TRADE
VIC1,2023/09/01 06:05:00,4984.19,86.75,TRADE
VIC1,2023/09/01 06:10:00,5072.79,119.50,TRADE
VIC1,2023/09/01 06:15:00,5128.36,132.72,TRADE
VIC1,2023/09/01 06:20:00,5196.7,132.72,TRADE
VIC1,2023/09/01 06:25:00,5334.16,157.25,TRADE
VIC1,2023/09/01 06:30:00,5401.59,154.66,TRADE
VIC1,2023/09/01 06:35:00,5415.75,153.84,TRADE
VIC1,2023/09/01 06:40:00,5541.44,161.26,TRADE
VIC1,2023/09/01 06:45:00,5600.13,160.48,TRADE
VIC1,2023/09/01 06:50:00,5710.16,164.92,TRADE
VIC1,2023/09/01 06:55:00,5664.38,145.03,TRADE
VIC1,2023/09/01 07:00:00,5714.35,132.72,TRADE
VIC1,2023/09/01 07:05:00,5830.86,132.72,TRADE
VIC1,2023/09/01 07:10:00,5827.34,158.47,TRADE
VIC1,2023/09/01 07:15:00,5987.28,241.07,TRADE
VIC1,2023/09/01 07:20:00,6058.64,158.22,TRADE
VIC1,2023/09/01 07:25:00,6013.83,148.76,TRADE
VIC1,2023/09/01 07:30:00,6119.33,147.60,TRADE
VIC1,2023/09/01 07:35:00,6110.31,132.72,TRADE
VIC1,2023/09/01 07:40:00,5913.19,119.08,TRADE
VIC1,2023/09/01 07:45:00,5832.22,61.10,TRADE
