REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2025/06/01 00:05:00,5331.86,132.23,TRADE
VIC1,2025/06/01 00:10:00,5340.97,134.34,TRADE
VIC1,2025/06/01 00:15:00,5285.37,138.58,TRADE
VIC1,2025/06/01 00:20:00,5193.24,138.98,TRADE
VIC1,2025/06/01 00:25:00,5174.54,144.33,TRADE
VIC1,2025/06/01 00:30:00,5166.79,138.30,TRADE
VIC1,2025/06/01 00:35:00,5199.46,148.01,TRADE
VIC1,2025/06/01 00:40:00,5162.08,148.40,TRADE
VIC1,2025/06/01 00:45:00,5098.03,147.23,TRADE
VIC1,2025/06/01 00:50:00,5089.81,145.44,TRADE
VIC1,2025/06/01 00:55:00,5055.14,144.70,TRADE
VIC1,2025/06/01 01:00:00,4998.49,132.30,TRADE
VIC1,2025/06/01 01:05:00,4940.13,140.73,TRADE
VIC1,2025/06/01 01:10:00,4909.11,134.10,TRADE
VIC1,2025/06/01 01:15:00,4938.28,140.73,TRADE
VIC1,2025/06/01 01:20:00,4933.49,127.48,TRADE
VIC1,2025/06/01 01:25:00,4825.84,110.77,TRADE
VIC1,2025/06/01 01:30:00,4869.64,102.41,TRADE
VIC1,2025/06/01 01:35:00,4839.08,108.11,TRADE
VIC1,2025/06/01 01:40:00,4818.45,108.27,TRADE
VIC1,2025/06/01 01:45:00,4790.35,104.41,TRADE
VIC1,2025/06/01 01:50:00,4673.77,76.92,TRADE
VIC1,2025/06/01 01:55:00,4645.61,75,TRADE
VIC1,2025/06/01 02:00:00,4624.93,73.89,TRADE
VIC1,2025/06/01 02:05:00,4695.19,76.19,TRADE
VIC1,2025/06/01 02:10:00,4639.52,80.91,TRADE
VIC1,2025/06/01 02:15:00,4609.56,79.99,TRADE
VIC1,2025/06/01 02:20:00,4573.34,75,TRADE
VIC1,2025/06/01 02:25:00,4561.32,71.87,TRADE
VIC1,2025/06/01 02:30:00,4564.64,68.18,TRADE
VIC1,2025/06/01 02:35:00,4537.73,73.95,TRADE
VIC1,2025/06/01 02:40:00,4460.97,69,TRADE
VIC1,2025/06/01 02:45:00,4449.07,65.43,TRADE
VIC1,2025/06/01 02:50:00,4460.08,54.54,TRADE
VIC1,2025/06/01 02:55:00,4492.91,67.54,TRADE
VIC1,2025/06/01 03:00:00,4470.19,47.17,TRADE
VIC1,2025/06/01 03:05:00,4429.98,56.85,TRADE
VIC1,2025/06/01 03:10:00,4438.64,71.11,TRADE
VIC1,2025/06/01 03:15:00,4428.64,49.13,TRADE
VIC1,2025/06/01 03:20:00,4426.09,43.78,TRADE
VIC1,2025/06/01 03:25:00,4332.78,20.01,TRADE
VIC1,2025/06/01 03:30:00,4317.94,20.01,TRADE
VIC1,2025/06/01 03:35:00,4347.81,27.24,TRADE
VIC1,2025/06/01 03:40:00,4381.89,20.01,TRADE
VIC1,2025/06/01 03:45:00,4345.88,20.01,TRADE
VIC1,2025/06/01 03:50:00,4318.03,20.01,TRADE
VIC1,2025/06/01 03:55:00,4307.9,20.01,TRADE
VIC1,2025/06/01 04:00:00,4331.25,27,TRADE
VIC1,2025/06/01 04:05:00,4340.16,35.80,TRADE
VIC1,2025/06/01 04:10:00,4274.76,30.28,TRADE
VIC1,2025/06/01 04:15:00,4304.83,35.95,TRADE
VIC1,2025/06/01 04:20:00,4413.37,35.95,TRADE
VIC1,2025/06/01 04:25:00,4393.51,35.95,TRADE
VIC1,2025/06/01 04:30:00,4358.7,20.01,TRADE
VIC1,2025/06/01 04:35:00,4364.47,29.17,TRADE
VIC1,2025/06/01 04:40:00,4366.36,20.01,TRADE
VIC1,2025/06/01 04:45:00,4372.7,35.95,TRADE
VIC1,2025/06/01 04:50:00,4367.4,35.95,TRADE
VIC1,2025/06/01 04:55:00,4306.93,35.95,TRADE
VIC1,2025/06/01 05:00:00,4359.75,35.95,TRADE
VIC1,2025/06/01 05:05:00,4352.8,35.95,TRADE
VIC1,2025/06/01 05:10:00,4310.45,34.12,TRADE
VIC1,2025/06/01 05:15:00,4366.89,20.01,TRADE
